user_id,username,department,status,hire_date,termination_date,manager_username,device_id,location,hostname,full_name,role,total_iam_events,failed_logins,avg_risk_score,total_endpoint_alerts,critical_alerts,high_alerts,insider_threat_score
EMP10377,Unknown,Sales,Disabled,Unknown,2026-05-18 15:21:07,manager679,DEV 60134,Unknown,LPT-10377,Balvan Sodhi,Officer,5.0,1.0,55.0,1.0,0.0,0.0,29.5
EMP12428,mekhala.devan19,Finance,Active,2020-07-17 00:00:00,Not Terminated,manager267,DEV 12242,Branch_Office,LPT-12428,Mekhala Devan,Manager,2.0,0.0,88.5,2.0,1.0,1.0,52.25
EMP12764,urmi.dey32,Customer Support,Active,2021-05-09 21:02:00,Not Terminated,unknown,DEV 62437,REMOTE,VDR-12764,Urmi Dey,Consultant,7.0,2.0,36.285714285714285,3.0,0.0,0.0,22.142857142857142
EMP12870,yochana_goda80,R&D,Active,Unknown,Not Terminated,manager244,DEV25640,Branch_Office,WS-12870,Yochana Goda,Executive,7.0,2.0,52.714285714285715,1.0,0.0,1.0,33.35714285714286
EMP10386,ikshita.bains18,Finance,Active,2021-06-25 05:29:32,Not Terminated,manager675,Unknown,WORK FROM HOME,VDR-10386,Ikshita Bains,Director,8.0,3.0,35.375,2.0,0.0,2.0,29.6875
EMP10198,ansh.barad37,Innovation,Active,Unknown,Not Terminated,manager189,DEV 19706,head office,LPT-10198,Ansh Barad,Engineer,5.0,1.0,56.4,2.0,1.0,1.0,38.2
EMP11050,radhika.uppal16,Legal,On Leave,2026-07-24 06:05:14,Not Terminated,unknown,Unknown,branch office,Unknown,Radhika Uppal,Specialist,7.0,2.0,35.142857142857146,5.0,0.0,1.0,24.571428571428573
EMP10590,aarav.rajagopalan83,Operations,Active,2023-01-17 18:54:15,Not Terminated,manager356,DEV 12798,Regional Office,LPT-10590,Aarav Rajagopalan,Trainee,7.0,2.0,47.0,0.0,0.0,0.0,27.5
EMP10519,joshua.modi3,Sales,Active,2025-05-09 21:56:10,Not Terminated,manager686,DEV87640,Branch_Office,VDR-10519,Joshua Modi,Analyst,10.0,2.0,51.7,3.0,0.0,1.0,32.85
EMP12087,faqid.shukla15,Sales,Active,2026-05-27 10:23:11,Not Terminated,manager154,DEV70338,head office,VDR-12087,Faqid Shukla,Executive,3.0,1.0,49.666666666666664,0.0,0.0,0.0,26.833333333333332
EMP12107,dalbir_kale66,Human Resources,Active,2020-07-11 20:39:00,Not Terminated,manager382,DEV64076,Unknown,LPT-12107.,Dalbir Kale,Analyst,5.0,1.0,44.0,2.0,0.0,0.0,24.0
EMP10429,dominic.sood93,Customer Support,Active,2023-01-08 19:51:01,Not Terminated,manager992,DEV 95778,Regional Office,WS-10429,Dominic Sood,Executive,1.0,1.0,6.0,3.0,1.0,0.0,10.0
EMP11083,dipta.muni23,R&D,On Leave,2024-08-29 09:35:05,Not Terminated,manager532,DEV 30865,Unknown,VDR-11083,Dipta Muni,Director,2.0,1.0,80.0,3.0,0.0,0.0,42.0
EMP10207,tanveer.dutt80,Procurement,Disabled,2020-03-29 03:40:00,2025-09-12 00:00:00,Unknown,DEV15399,work from home,VDR-10207,Tanveer Dutt,Consultant,3.0,0.0,65.66666666666667,2.0,0.0,2.0,38.833333333333336
EMP10491,lekha.wadhwa81,Human Resources,On Leave,Unknown,2024-06-25 07:54:00,manager819,DEV37941,Regional Office,VDR-10491.,Lekha Wadhwa,Engineer,7.0,2.0,58.142857142857146,0.0,0.0,0.0,33.07142857142857
EMP11425,hemang.desai79,Finance,Active,Unknown,Not Terminated,manager752,DEV 20855,Work From Home,LPT-11425,Hemang Desai,Executive,3.0,2.0,50.0,1.0,0.0,1.0,32.0
EMP12998,aryan.talwar5,Human Resources,Active,2022-05-29 00:28:00,Not Terminated,manager827,DEV23596,WAREHOUSE,LPT-12998.,Aryan Talwar,Administrator,4.0,0.0,46.5,6.0,2.0,1.0,36.25
EMP10792,zayan.khanna77,Operations,Terminated,2025-05-05 02:46:00,2025-08-05 23:58:49,manager850,DEV 67156,Unknown,VDR-10792,Zayan Khanna,Specialist,4.0,1.0,72.75,2.0,0.0,1.0,41.375
EMP12618,mohini.kaul61,Finance,On Leave,2025-01-01 00:00:00,2025-10-26 00:00:00,manager602,DEV88082,Branch_Office,VDR-12618,Mohini Kaul,Executive,7.0,2.0,30.857142857142858,3.0,0.0,0.0,19.42857142857143
EMP11186,christopher.chaudhary51,Support,On Leave,2025-12-23 01:53:21,Not Terminated,manager439,DEV56640,Unknown,WS-11186.,Christopher Chaudhary,Engineer,8.0,1.0,45.875,5.0,0.0,0.0,24.9375
EMP11185,abhiram.iyengar62,IT,Active,2023-01-13 01:41:15,Not Terminated,unknown,DEV 50449,Remote,LPT-11185,Abhiram Iyengar,Analyst,4.0,0.0,60.75,2.0,1.0,1.0,38.375
EMP12344,keya.khatri85,Human Resources,Active,Unknown,Not Terminated,Unknown,DEV-45083,Head_Office,WS-12344,Keya Khatri,Consultant,7.0,0.0,56.42857142857143,1.0,0.0,0.0,28.214285714285715
EMP11432,vasudha.dass81,IT Support,Active,2023-12-01 06:07:00,Not Terminated,manager841,DEV-38511,WORK FROM HOME,LPT-11432,Vasudha Dass,Executive,5.0,1.0,57.0,4.0,0.0,1.0,33.5
EMP12739,manan.choudhary21,R&D,Active,2026-07-18 15:25:25,Not Terminated,manager923,Unknown,warehouse,LPT-12739,Manan Choudhary,Manager,8.0,1.0,53.125,2.0,0.0,0.0,28.5625
EMP10083,hemang.pingle33,R&D,Active,2024-11-27 00:00:00,Not Terminated,manager154,DEV-62521,Unknown,Unknown,Hemang Pingle,Manager,7.0,3.0,45.0,4.0,0.0,1.0,31.5
EMP12441,varenya.gala92,Supply Chain,Disabled,2026-03-21 00:00:00,Not Terminated,Unknown,DEV-80852,Unknown,VDR-12441,Varenya Gala,Executive,3.0,1.0,59.333333333333336,1.0,0.0,0.0,31.666666666666668
EMP12641,christopher.sandhu42,Innovation,Active,Unknown,Not Terminated,manager869,Unknown,data center,LPT-12641,Christopher Sandhu,Executive,5.0,1.0,30.8,2.0,0.0,1.0,20.4
EMP10020,pranit.raja29,Human Resources,Active,2021-11-15 00:00:00,Not Terminated,manager824,DEV82603,head office,VDR-10020,Pranit Raja,Consultant,7.0,2.0,43.57142857142857,2.0,0.0,1.0,28.785714285714285
EMP12643,yash.madan58,Legal,Active,2023-03-18 01:34:16,Not Terminated,manager247,Unknown,Unknown,LPT-12643.,Yash Madan,Director,3.0,0.0,40.0,0.0,0.0,0.0,20.0
EMP12821,nicholas.thakur60,Operations,Active,2022-04-29 06:46:35,Not Terminated,Unknown,DEV-52163,Remote,VDR-12821,Nicholas Thakur,Trainee,7.0,2.0,51.857142857142854,5.0,1.0,2.0,40.92857142857143
EMP11405,yug.modi93,Brand,Active,2021-05-30 00:00:00,Not Terminated,manager635,DEV 58710,remote,VDR-11405,Yug Modi,Officer,7.0,4.0,54.714285714285715,1.0,0.0,1.0,38.35714285714286
EMP12058,girindra.goyal89,Sales,Active,2022-06-28 06:55:18,Not Terminated,manager253,DEV 67811,Data_Center,VDR-12058,Girindra Goyal,Director,5.0,1.0,44.0,2.0,2.0,0.0,34.0
EMP12775,azad.dara84,R&D,On Leave,2022-05-08 11:26:00,Not Terminated,manager777,DEV-18826,Unknown,VDR-12775.,Azad Dara,Director,8.0,4.0,47.125,3.0,0.0,0.0,31.5625
EMP12057,orinder.sachdev68,Procurement,On Leave,2024-03-04 00:00:00,Not Terminated,manager970,DEV 91259,Unknown,VDR-12057,Orinder Sachdev,Director,9.0,5.0,49.666666666666664,1.0,0.0,0.0,34.83333333333333
EMP10973,varenya.wali14,IT,Active,2025-04-01 21:22:17,Not Terminated,Unknown,Unknown,Head_Office,WS-10973,Varenya Wali,Officer,8.0,2.0,60.0,1.0,0.0,1.0,37.0
EMP12874,dayita.kannan36,IT,Active,2024-06-06 00:00:00,Not Terminated,Unknown,DEV78652,head office,WS-12874,Dayita Kannan,Analyst,5.0,3.0,46.2,4.0,0.0,0.0,29.1
EMP10883,daniel.rattan78,Finance,Active,2024-03-01 04:56:22,Not Terminated,manager497,Unknown,regional office,LPT-10883,Daniel Rattan,Consultant,3.0,1.0,52.666666666666664,4.0,0.0,1.0,31.333333333333332
EMP11098,rajeshri_uppal5,Human Resources,On Leave,2021-06-17 03:39:43,Not Terminated,manager773,DEV 57652,Warehouse,WS-11098.,Rajeshri Uppal,Manager,5.0,3.0,56.0,2.0,0.0,0.0,34.0
EMP10156,laban.muni15,Support,Active,2025-06-28 07:42:58,Not Terminated,Unknown,DEV56019,Branch_Office,WS-10156,Laban Muni,Officer,6.0,2.0,52.833333333333336,6.0,0.0,0.0,30.416666666666668
EMP12348,indrajit.sangha86,IT,Active,2026-03-14 19:30:21,Not Terminated,manager253,DEV-75028,Unknown,VDR-12348,Indrajit Sangha,Manager,6.0,4.0,51.333333333333336,2.0,0.0,0.0,33.66666666666667
EMP10886,veda_dani92,Finance,Active,2022-06-22 04:23:18,Not Terminated,manager181,Unknown,WAREHOUSE,VDR-10886,Veda Dani,Trainee,7.0,0.0,59.285714285714285,2.0,0.0,0.0,29.642857142857142
EMP12477,mitali.madan32,Procurement,Active,Unknown,Not Terminated,Unknown,DEV98487,Warehouse,WS-12477,Mitali Madan,Consultant,8.0,1.0,59.5,4.0,0.0,0.0,31.75
EMP12979,megha.sant38,Sales,Active,2022-11-18 11:23:00,Not Terminated,manager260,DEV29757,Data_Center,Unknown,Megha Sant,Director,3.0,0.0,54.333333333333336,5.0,0.0,0.0,27.166666666666668
EMP12554,shivansh.bail27,Finance,Active,2021-11-28 23:03:57,Not Terminated,unknown,DEV-56284,Unknown,VDR-12554,Shivansh Bail,Director,4.0,0.0,40.75,4.0,1.0,0.0,25.375
EMP11596,avi.kant18,Legal,Active,2020-12-09 10:08:00,Not Terminated,Unknown,DEV48523,Work_From_Home,VDR-11596,Avi Kant,Manager,6.0,4.0,66.66666666666667,2.0,0.0,1.0,44.333333333333336
EMP11945,ira.shukla68,Human Resources,Active,2021-03-15 15:04:00,Not Terminated,manager733,DEV30297,Unknown,LPT-11945,Ira Shukla,Director,6.0,3.0,47.666666666666664,7.0,1.0,1.0,37.83333333333333
EMP12339,neel.kade32,Human Resources,Active,2024-03-07 21:29:56,Not Terminated,manager947,DEV-45593,warehouse,LPT-12339,Neel Kade,Manager,4.0,1.0,68.5,1.0,0.0,1.0,39.25
EMP12730,maya.bava52,R&D,Active,2023-07-30 20:25:24,Not Terminated,manager978,DEV-33990,Warehouse,LPT-12730,Maya Bava,Manager,3.0,1.0,26.333333333333332,1.0,0.0,1.0,18.166666666666664
EMP10458,christopher.khanna72,Supply Chain,Active,2023-12-29 00:43:09,Not Terminated,Unknown,DEV30568,Unknown,VDR-10458,Christopher Khanna,Analyst,3.0,0.0,42.333333333333336,0.0,0.0,0.0,21.166666666666668
EMP12016,darsh.deshpande19,IT,Active,2020-09-19 01:46:43,Not Terminated,manager275,DEV59298,work from home,LPT-12016,Darsh Deshpande,Consultant,6.0,3.0,53.833333333333336,1.0,0.0,0.0,32.91666666666667
EMP10078,dakshesh_joshi90,R&D,Active,2021-08-21 08:07:32,Not Terminated,manager860,DEV 40217,Remote,WS-10078,Dakshesh Joshi,Administrator,4.0,2.0,67.75,1.0,0.0,1.0,40.875
EMP11056,yashoda_chada85,Legal,Active,2026-03-10 17:40:16,Not Terminated,Unknown,DEV63950,Remote,VDR-11056,Yashoda Chada,Specialist,5.0,0.0,51.4,5.0,0.0,2.0,31.7
EMP10906,libni.dave64,Marketing,On Leave,2023-01-19 00:00:00,Not Terminated,unknown,DEV-16166,Branch_Office,VDR-10906.,Libni Dave,Engineer,3.0,1.0,40.333333333333336,6.0,1.0,0.0,27.166666666666668
EMP12282,chaitaly.prashad36,Marketing,Active,2026-05-17 00:18:37,Not Terminated,Unknown,DEV 37711,REMOTE,VDR-12282,Chaitaly Prashad,Trainee,4.0,1.0,56.25,3.0,0.0,2.0,36.125
EMP12778,Unknown,Operations,Terminated,2021-02-24 00:00:00,2021-04-01 01:22:10,manager826,DEV97441,remote,LPT-12778,Ethan Babu,Director,2.0,1.0,72.0,1.0,0.0,1.0,41.0
EMP10380,thomas.barad31,Marketing,Active,2021-11-12 16:30:48,Not Terminated,manager916,Unknown,Work_From_Home,VDR-10380,Thomas Barad,Officer,6.0,0.0,80.83333333333333,3.0,0.0,0.0,40.416666666666664
EMP10947,vansha.choudhury76,Sales,Terminated,Unknown,2026-03-30 19:17:00,manager167,DEV60469,Warehouse,VDR-10947,Vansha Choudhury,Trainee,6.0,5.0,37.166666666666664,1.0,1.0,0.0,33.58333333333333
EMP12148,ridhi.kota93,Sales,Disabled,2021-09-27 00:00:00,2022-08-29 00:02:25,manager586,DEV-93898,Regional_Office,VDR-12148,Ridhi Kota,Consultant,3.0,2.0,63.333333333333336,3.0,0.0,0.0,35.66666666666667
EMP12768,harita.divan53,Procurement,Active,2020-08-13 00:00:00,Not Terminated,unknown,DEV 60309,branch office,LPT-12768,Harita Divan,Specialist,8.0,3.0,46.375,3.0,1.0,0.0,34.1875
EMP10715,forum.vyas33,Procurement,Active,2025-01-03 02:27:52,Not Terminated,unknown,DEV-41692,DATA CENTER,VDR-10715.,Forum Vyas,Director,7.0,1.0,39.285714285714285,1.0,0.0,0.0,21.642857142857142
EMP12037,aayush.sha44,R&D,On Leave,2021-06-17 22:36:00,Not Terminated,manager703,Unknown,Remote,WS-12037,Aayush Sha,Executive,6.0,0.0,59.166666666666664,2.0,0.0,1.0,32.58333333333333
EMP10686,rajeshri.shah80,Sales,Active,2021-10-08 23:21:40,Not Terminated,unknown,DEV-60307,Unknown,Unknown,Rajeshri Shah,Officer,7.0,3.0,58.57142857142857,1.0,0.0,0.0,35.285714285714285
EMP12644,yashvi.chatterjee62,Human Resources,On Leave,2023-05-30 12:16:53,Not Terminated,manager808,Unknown,REMOTE,LPT-12644,Yashvi Chatterjee,Engineer,7.0,1.0,59.857142857142854,3.0,1.0,0.0,36.92857142857143
EMP11293,upasna.gade39,Marketing,Active,2020-12-22 09:18:46,Not Terminated,manager256,DEV91744,WORK FROM HOME,WS-11293,Upasna Gade,Analyst,5.0,2.0,56.8,2.0,0.0,0.0,32.4
EMP10305,raagini.naidu75,Procurement,Active,2025-10-12 07:19:46,Not Terminated,manager612,Unknown,Data Center,WS-10305,Raagini Naidu,Engineer,5.0,2.0,50.0,2.0,1.0,0.0,34.0
EMP10209,anirudh.kaul39,R&D,Active,2020-08-14 17:15:00,Not Terminated,manager261,DEV-63227,work from home,VDR-10209,Anirudh Kaul,Engineer,5.0,1.0,42.6,4.0,1.0,0.0,28.3
EMP11584,indali.walla86,Compliance,Disabled,2025-06-19 17:31:41,Not Terminated,manager220,DEV 87377,Warehouse,LPT-11584,Indali Walla,Analyst,7.0,2.0,58.857142857142854,2.0,0.0,0.0,33.42857142857143
EMP12289,ryan.warrior13,Procurement,Active,2025-07-17 22:50:37,Not Terminated,manager712,DEV19311,Branch_Office,LPT-12289,Ryan Warrior,Officer,4.0,0.0,81.5,1.0,0.0,1.0,43.75
EMP10885,tara.dash81,Legal,On Leave,2025-10-02 15:01:28,Not Terminated,manager802,DEV 54793,HEAD OFFICE,VDR-10885,Tara Dash,Manager,6.0,3.0,61.833333333333336,3.0,0.0,1.0,39.91666666666667
EMP11739,edhitha.bala97,Customer Support,Terminated,Unknown,2026-01-16 00:00:00,manager951,DEV 76368,Head Office,WS-11739,Edhitha Bala,Executive,9.0,1.0,61.22222222222222,5.0,0.0,0.0,32.611111111111114
EMP10917,abha.chaudhary85,Finance,Terminated,2022-07-07 00:00:00,2026-04-13 19:11:21,manager666,DEV96554,Head_Office,VDR-10917,Abha Chaudhary,Specialist,1.0,0.0,65.0,5.0,0.0,0.0,32.5
EMP11775,harita.padmanabhan74,Finance,On Leave,2024-07-13 03:54:26,Not Terminated,manager746,DEV-74182,REMOTE,LPT-11775,Harita Padmanabhan,Trainee,4.0,0.0,59.25,1.0,0.0,0.0,29.625
EMP11769,jeremiah.sastry53,IT,Active,Unknown,Not Terminated,manager482,Unknown,Head_Office,WS-11769,Jeremiah Sastry,Director,8.0,2.0,45.375,4.0,0.0,1.0,29.6875
EMP10191,banjeet.baral14,Human Resources,Active,2026-02-07 00:00:00,Not Terminated,manager806,DEV 50173,Unknown,WS-10191,Banjeet Baral,Consultant,5.0,2.0,36.4,1.0,0.0,0.0,22.2
EMP11860,gautami.johal58,Sales,On Leave,2022-04-30 03:40:56,Not Terminated,manager659,DEV 16260,Unknown,WS-11860,Gautami Johal,Director,4.0,0.0,37.0,3.0,0.0,2.0,24.5
EMP12103,Unknown,IT,Active,2023-06-13 23:15:15,Not Terminated,unknown,DEV12209,Head_Office,LPT-12103,Turvi Chada,Engineer,4.0,2.0,73.5,2.0,0.0,0.0,40.75
EMP11265,gayathri.mangal51,Legal,Active,2021-06-15 08:51:18,Not Terminated,Unknown,DEV-45162,BRANCH OFFICE,VDR-11265,Gayathri Mangal,Manager,7.0,1.0,59.857142857142854,4.0,1.0,0.0,36.92857142857143
EMP10483,theodore.oommen1,Operations,Active,2022-09-29 00:00:00,Not Terminated,manager892,DEV15235,Unknown,LPT-10483,Theodore Oommen,Trainee,9.0,2.0,46.666666666666664,4.0,0.0,1.0,30.333333333333332
EMP10915,daksh.chaudhry59,Support,Active,2026-02-07 14:03:10,Not Terminated,unknown,DEV 29082,HEAD OFFICE,WS-10915,Daksh Chaudhry,Consultant,5.0,2.0,36.0,1.0,0.0,1.0,25.0
EMP12678,aadhya.saraf43,Procurement,Active,2020-06-24 08:36:29,Not Terminated,manager348,DEV 88793,Remote,VDR-12678,Aadhya Saraf,Director,64.0,20.0,49.625,2.0,1.0,0.0,69.8125
EMP10277,januja.gera68,Marketing,Disabled,2025-09-25 03:32:00,2025-12-03 18:25:40,manager198,DEV75826,Remote,LPT-10277,Januja Gera,Officer,6.0,2.0,49.666666666666664,1.0,0.0,0.0,28.833333333333332
EMP10988,kalpit_savant15,Operations,Active,2023-03-02 20:26:50,Not Terminated,manager639,Unknown,REMOTE,WS-10988,Kalpit Savant,Engineer,10.0,6.0,45.4,1.0,0.0,0.0,34.7
EMP11697,gautami.batra90,Sales,On Leave,2021-12-12 06:00:43,Not Terminated,manager724,DEV 85009,REMOTE,VDR-11697,Gautami Batra,Executive,9.0,4.0,43.666666666666664,2.0,0.0,1.0,32.83333333333333
EMP12018,darpan.koshy47,IT,Active,2023-06-12 02:07:06,Not Terminated,manager850,DEV23749,Warehouse,WS-12018,Darpan Koshy,Consultant,6.0,1.0,36.833333333333336,0.0,0.0,0.0,20.416666666666668
EMP12950,idika.dhawan31,Sales,Active,2026-04-14 19:08:41,Not Terminated,manager482,Unknown,Remote,WS-12950,Idika Dhawan,Manager,5.0,1.0,47.8,6.0,1.0,1.0,33.9
EMP10571,amol.saran73,Legal,Active,2022-12-14 14:44:40,Not Terminated,manager332,DEV79964,regional office,Unknown,Amol Saran,Officer,6.0,2.0,57.166666666666664,3.0,0.0,0.0,32.58333333333333
EMP11435,kalpit.das34,Innovation,Active,Unknown,Not Terminated,unknown,DEV56550,Unknown,Unknown,Kalpit Das,Administrator,11.0,6.0,56.63636363636363,2.0,0.0,1.0,43.31818181818181
EMP10993,bhanumati.raja48,R&D,Active,2024-06-20 14:18:21,Not Terminated,manager832,DEV 52182,Unknown,LPT-10993,Bhanumati Raja,Officer,5.0,2.0,69.2,2.0,1.0,1.0,46.6
EMP11497,naveen.dubey63,Sales,Active,2023-10-31 00:00:00,Not Terminated,manager681,Unknown,Unknown,WS-11497,Naveen Dubey,Administrator,5.0,1.0,45.4,3.0,0.0,0.0,24.7
EMP11494,zayan.kakar93,IT,Active,2023-09-29 04:11:36,Not Terminated,manager227,DEV77051,DATA CENTER,VDR-11494,Zayan Kakar,Consultant,6.0,1.0,54.833333333333336,1.0,0.0,1.0,32.41666666666667
EMP10585,jagdish.reddy67,Human Resources,Active,2020-06-10 19:55:34,Not Terminated,Unknown,Unknown,data center,VDR-10585,Jagdish Reddy,Administrator,8.0,3.0,51.5,4.0,0.0,1.0,34.75
EMP11748,nicholas.aggarwal55,Procurement,Active,2025-10-10 22:39:00,Not Terminated,manager132,DEV90583,Data Center,VDR-11748,Nicholas Aggarwal,Specialist,5.0,1.0,50.0,3.0,1.0,0.0,32.0
EMP11349,widisha.basak76,IT,Active,2026-04-24 10:46:03,Not Terminated,manager695,Unknown,warehouse,LPT-11349.,Widisha Basak,Manager,6.0,1.0,45.5,1.0,1.0,0.0,29.75
EMP11007,pushti.bhatia89,Customer Support,Active,2020-04-10 01:40:34,Not Terminated,Unknown,DEV-13046,Remote,VDR-11007,Pushti Bhatia,Administrator,7.0,3.0,50.42857142857143,3.0,1.0,2.0,42.214285714285715
EMP10674,tripti.iyengar15,IT,On Leave,2022-01-11 11:53:00,2023-01-12 00:00:00,manager884,DEV87894,Unknown,VDR-10674,Tripti Iyengar,Administrator,5.0,2.0,42.8,4.0,1.0,0.0,30.4
EMP11832,chakradev.vyas39,R&D,Disabled,2022-03-11 11:12:03,2023-06-14 00:00:00,manager964,DEV 49366,HEAD OFFICE,VDR-11832,Chakradev Vyas,Director,4.0,1.0,65.0,2.0,0.0,0.0,34.5
EMP10855,manthan.peri83,Finance,Active,2024-11-23 23:27:00,Not Terminated,manager261,DEV-92352,data center,LPT-10855,Manthan Peri,Analyst,7.0,1.0,52.285714285714285,0.0,0.0,0.0,28.142857142857142
EMP10447,tristan_nazareth15,Procurement,Active,2026-02-26 00:00:00,Not Terminated,manager362,DEV77070,Branch Office,LPT-10447,Tristan Nazareth,Trainee,5.0,1.0,42.0,0.0,0.0,0.0,23.0
EMP11776,amrita.hayer9,Brand,Active,2022-08-30 14:49:16,Not Terminated,Unknown,DEV 87913,REMOTE,WS-11776,Amrita Hayer,Administrator,10.0,2.0,56.8,3.0,1.0,1.0,40.4
EMP11723,yashica.pandey33,Sales,Active,2021-07-16 02:18:32,Not Terminated,unknown,DEV 11620,Head_Office,WS-11723.,Yashica Pandey,Officer,6.0,4.0,52.666666666666664,2.0,0.0,0.0,34.33333333333333
EMP12330,yochana.pai61,Legal,Active,2021-08-05 08:21:25,Not Terminated,manager609,DEV70177,Unknown,VDR-12330,Yochana Pai,Manager,5.0,1.0,64.4,1.0,0.0,0.0,34.2
EMP12757,ishita_bhatt24,Marketing,Terminated,2020-09-09 00:00:00,Unknown,Unknown,Unknown,WAREHOUSE,VDR-12757,Ishita Bhatt,Consultant,1.0,0.0,95.0,3.0,0.0,0.0,47.5
EMP12457,yashawini.chawla66,Compliance,Disabled,2020-04-07 00:00:00,2021-06-15 02:12:00,Unknown,DEV25501,Unknown,LPT-12457,Yashawini Chawla,Analyst,5.0,1.0,45.8,5.0,1.0,1.0,32.9
EMP12503,gautam.sastry56,Support,Active,2024-03-07 14:37:27,Not Terminated,unknown,DEV-85775,Work_From_Home,LPT-12503,Gautam Sastry,Manager,1.0,0.0,50.0,3.0,0.0,2.0,31.0
EMP12753,tejas.swamy73,Finance,Active,2024-08-04 05:09:25,Not Terminated,manager706,DEV 21641,REGIONAL OFFICE,Unknown,Tejas Swamy,Trainee,4.0,1.0,60.5,0.0,0.0,0.0,32.25
EMP11247,riya.khare41,Operations,Active,2020-05-26 06:00:01,Not Terminated,manager813,DEV 51048,HEAD OFFICE,VDR-11247,Riya Khare,Director,6.0,3.0,54.5,4.0,0.0,1.0,36.25
EMP10294,ekavir.natarajan35,R&D,Active,2022-07-20 07:08:00,Not Terminated,manager178,Unknown,head office,LPT-10294,Ekavir Natarajan,Executive,2.0,1.0,31.0,0.0,0.0,0.0,17.5
EMP10588,gaurav.kibe32,Finance,Active,2026-06-17 20:54:38,Not Terminated,manager161,DEV-91087,head office,VDR-10588,Gaurav Kibe,Trainee,8.0,2.0,47.25,5.0,0.0,0.0,27.625
EMP11281,amol.talwar85,IT,Terminated,Unknown,2026-08-27 17:34:00,manager188,DEV55903,REMOTE,LPT-11281,Amol Talwar,Analyst,5.0,1.0,43.8,2.0,2.0,0.0,33.9
EMP11518,vyanjana.chopra88,Marketing,Active,2021-04-30 21:06:50,Not Terminated,manager505,Unknown,Unknown,VDR-11518,Vyanjana Chopra,Specialist,2.0,1.0,62.5,3.0,1.0,0.0,38.25
EMP12183,faris.rama22,R&D,Active,2025-10-29 11:29:00,Not Terminated,manager174,DEV-82756,Unknown,LPT-12183,Faris Rama,Executive,6.0,0.0,66.5,1.0,0.0,0.0,33.25
EMP12244,ekiya_andra99,Operations,Active,2026-03-19 22:57:58,Not Terminated,manager714,DEV-92436,Unknown,WS-12244.,Ekiya Andra,Manager,2.0,1.0,50.0,2.0,0.0,0.0,27.0
EMP12982,ekavir.karan53,Human Resources,Active,Unknown,Not Terminated,manager342,DEV-29282,Unknown,VDR-12982,Ekavir Karan,Director,9.0,3.0,55.333333333333336,1.0,0.0,0.0,33.66666666666667
EMP11417,faris.agarwal50,R&D,Active,2025-02-23 20:28:43,Not Terminated,Unknown,DEV 51546,REMOTE,VDR-11417,Faris Agarwal,Consultant,3.0,2.0,50.666666666666664,3.0,0.0,0.0,29.333333333333332
EMP10425,shivani.bajaj36,Marketing,Active,2020-06-25 00:00:00,Not Terminated,unknown,DEV-77802,branch office,LPT-10425,Shivani Bajaj,Administrator,5.0,4.0,63.6,0.0,0.0,0.0,39.8
EMP10534,liam.sidhu21,Human Resources,Disabled,2025-03-22 17:02:00,2025-05-02 03:23:02,manager751,DEV54359,warehouse,WS-10534,Liam Sidhu,Engineer,5.0,3.0,70.0,4.0,0.0,0.0,41.0
EMP11054,leela.gill21,IT Support,Active,2023-04-09 03:02:38,Not Terminated,manager700,DEV94462,Work From Home,LPT-11054.,Leela Gill,Manager,1.0,0.0,50.0,3.0,0.0,1.0,28.0
EMP12375,benjamin.sama73,Legal,Active,2021-11-25 05:20:00,Not Terminated,manager942,DEV29448,Unknown,LPT-12375,Benjamin Sama,Administrator,2.0,0.0,39.5,3.0,0.0,1.0,22.75
EMP12581,sai.sani51,Finance,On Leave,2024-03-23 00:00:00,2025-10-08 06:05:00,Unknown,Unknown,Warehouse,WS-12581,Sai Sani,Analyst,8.0,1.0,51.0,3.0,0.0,1.0,30.5
EMP11840,triya.singh47,Operations,Terminated,Unknown,2025-04-15 03:52:43,manager140,DEV-31655,Head_Office,LPT-11840,Triya Singh,Specialist,6.0,1.0,51.666666666666664,5.0,1.0,1.0,35.83333333333333
EMP10132,eiravati.prabhu70,Marketing,Active,2023-01-18 00:28:00,Not Terminated,Unknown,DEV13379,Unknown,VDR-10132,Eiravati Prabhu,Executive,10.0,4.0,58.0,1.0,1.0,0.0,42.0
EMP11956,damini.loke16,Customer Support,Active,2025-05-14 01:20:41,Not Terminated,manager604,DEV-41600,Warehouse,LPT-11956,Damini Loke,Analyst,5.0,0.0,45.4,1.0,1.0,0.0,27.7
EMP12602,anmol.solanki37,Human Resources,Active,2021-08-30 00:00:00,Not Terminated,manager182,DEV-90276,Head_Office,VDR-12602,Anmol Solanki,Manager,7.0,0.0,79.14285714285714,5.0,0.0,1.0,42.57142857142857
EMP10421,omya.tailor99,IT,Active,2020-01-27 07:06:00,Not Terminated,manager722,DEV32701,BRANCH OFFICE,Unknown,Omya Tailor,Trainee,3.0,1.0,20.666666666666668,4.0,1.0,0.0,17.333333333333336
EMP12740,jasmit_madan30,R&D,Active,2022-08-14 19:14:05,Not Terminated,manager275,DEV10796,Unknown,VDR-12740,Jasmit Madan,Manager,8.0,4.0,51.375,2.0,0.0,0.0,33.6875
EMP12104,ikbal.dewan73,R&D,Active,Unknown,Not Terminated,manager897,DEV91645,DATA CENTER,WS-12104,Ikbal Dewan,Consultant,1.0,0.0,100.0,3.0,0.0,0.0,50.0
