user_id,username,department,status,hire_date,termination_date,manager_username,device_id,location,hostname,full_name,role
EMP11656,qabil.sastry23,Marketing,Active,2021-09-06 13:45:51,Not Terminated,manager424,DEV 94048,WORK FROM HOME,LPT-11656,Qabil Sastry,Specialist
EMP12782,harsh.patla58,Procurement,Active,2022-01-11 05:36:00,Not Terminated,unknown,DEV78969,DATA CENTER,LPT-12782,Harsh Patla,Director
EMP11564,ikbal.bumb44,Operations,Active,2023-11-18 17:23:14,Not Terminated,manager784,DEV73878,remote,Unknown,Ikbal Bumb,Executive
EMP12223,nidra.bhagat91,Procurement,Active,2021-11-13 03:22:40,Not Terminated,Unknown,DEV-18305,regional office,LPT-12223,Nidra Bhagat,Analyst
EMP10634,utkarsh.murty19,Procurement,Active,Unknown,Not Terminated,manager425,DEV-83051,Remote,LPT-10634,Utkarsh Murty,Executive
EMP12925,isha.gokhale21,Procurement,Active,2023-07-05 13:41:00,Not Terminated,unknown,Unknown,regional office,WS-12925,Isha Gokhale,Executive
EMP12042,nikita.gala74,Human Resources,Active,2021-09-10 17:32:15,Not Terminated,manager821,Unknown,Data Center,VDR-12042,Nikita Gala,Manager
EMP11290,ati.patla67,Innovation,Disabled,2025-07-12 02:33:39,2025-09-25 18:12:39,Unknown,DEV45412,Head Office,Unknown,Ati Patla,Analyst
EMP11380,chakrika.sehgal29,Human Resources,Active,2023-08-13 00:15:06,Not Terminated,manager575,DEV52650,Data_Center,WS-11380,Chakrika Sehgal,Administrator
EMP10579,ekta.edwin69,IT,Active,2023-09-24 02:42:48,Not Terminated,manager338,DEV-45283,Head_Office,WS-10579.,Ekta Edwin,Executive
EMP10328,radha.sidhu98,Legal,Active,2023-10-07 22:51:00,Not Terminated,manager177,DEV 92890,BRANCH OFFICE,VDR-10328,Radha Sidhu,Trainee
EMP12732,zehaan.dar65,Compliance,Active,2020-05-25 01:31:15,Not Terminated,manager869,DEV53186,branch office,Unknown,Zehaan Dar,Consultant
EMP10892,Unknown,Human Resources,Active,2020-02-11 08:03:46,Not Terminated,manager588,DEV10766,Warehouse,LPT-10892,Vasana Behl,Director
EMP12178,orinder.gera82,Finance,Active,2021-01-18 09:48:00,Not Terminated,manager811,DEV32915,REMOTE,Unknown,Orinder Gera,Consultant
EMP10780,vrinda.guha94,Innovation,Active,2020-03-18 00:53:36,Not Terminated,manager961,DEV82215,Unknown,VDR-10780,Vrinda Guha,Analyst
EMP10159,dayita_kant42,Operations,Active,2022-07-29 19:55:41,Not Terminated,unknown,DEV71462,Data_Center,LPT-10159,Dayita Kant,Executive
EMP11651,ethan.bhattacharyya54,Legal,On Leave,Unknown,Not Terminated,manager433,DEV68181,Regional_Office,WS-11651,Ethan Bhattacharyya,Trainee
EMP11807,waida.rai24,Sales,Active,2020-03-05 08:50:34,Not Terminated,manager158,Unknown,Unknown,LPT-11807,Waida Rai,Analyst
EMP12396,tanay.dani38,IT,Terminated,2022-03-15 12:13:37,2026-02-19 15:56:31,manager204,DEV 64209,Head Office,WS-12396,Tanay Dani,Consultant
EMP10061,bahadurjit.mishra54,Customer Support,Active,2022-04-27 23:31:55,Not Terminated,manager129,DEV 38906,Work_From_Home,VDR-10061,Bahadurjit Mishra,Officer
EMP10849,widisha.konda86,Sales,Active,2025-12-16 17:46:00,Not Terminated,manager931,DEV-50536,Unknown,WS-10849,Widisha Konda,Administrator
EMP12196,vedika_loke72,Sales,Active,2024-10-30 18:07:55,Not Terminated,Unknown,DEV-78349,data center,LPT-12196,Vedika Loke,Specialist
EMP12978,ria.thakkar89,Legal,Active,2022-11-19 11:55:37,Not Terminated,manager257,DEV-85574,WORK FROM HOME,VDR-12978,Ria Thakkar,Executive
EMP11716,samaksh.buch64,IT,Active,2020-04-21 20:46:16,Not Terminated,manager696,DEV15259,WAREHOUSE,Unknown,Samaksh Buch,Director
EMP11043,tripti.johal40,Finance,Active,2022-07-30 16:49:36,Not Terminated,manager559,DEV-33125,Branch_Office,Unknown,Tripti Johal,Engineer
EMP12930,harsh.lall96,Procurement,Active,2025-05-02 08:49:36,Not Terminated,manager858,DEV 95236,Warehouse,WS-12930,Harsh Lall,Consultant
EMP11544,gautam.thakur16,Human Resources,Active,2026-06-08 16:39:32,Not Terminated,manager600,DEV77698,Unknown,VDR-11544.,Gautam Thakur,Executive
EMP12816,umang.sidhu48,IT,Active,2025-05-21 13:19:46,Not Terminated,manager957,DEV94026,REGIONAL OFFICE,VDR-12816,Umang Sidhu,Executive
EMP11726,leena.virk4,Procurement,Terminated,2022-07-31 18:36:53,2025-09-05 00:00:00,manager263,DEV45944,Work From Home,LPT-11726,Leena Virk,Analyst
EMP11070,megha.arya94,Legal,Terminated,2024-11-11 00:00:00,2026-05-22 11:01:13,manager230,DEV28764,Unknown,LPT-11070,Megha Arya,Administrator
EMP10053,yashodhara.arora79,Human Resources,Active,Unknown,Not Terminated,manager509,Unknown,data center,VDR-10053,Yashodhara Arora,Trainee
EMP12517,nakul.dave66,Sales,Active,2021-05-07 03:45:10,Not Terminated,manager531,DEV69891,data center,Unknown,Nakul Dave,Trainee
EMP10258,qasim.mittal91,IT,Active,2024-08-03 23:24:30,Not Terminated,manager984,DEV 62725,Unknown,LPT-10258,Qasim Mittal,Engineer
EMP10505,agastya.pai92,Legal,Active,2022-10-27 00:00:00,Not Terminated,Unknown,Unknown,Unknown,WS-10505,Agastya Pai,Administrator
EMP10752,samuel.sarkar48,Finance,Active,2022-04-17 21:52:54,Not Terminated,manager230,DEV-92840,Regional_Office,LPT-10752,Samuel Sarkar,Trainee
EMP12084,vasudha.tata96,Operations,Active,2025-07-24 03:29:00,Not Terminated,Unknown,DEV 36062,Head_Office,WS-12084,Vasudha Tata,Analyst
EMP10217,balvan.shere52,IT,Active,Unknown,Not Terminated,manager561,Unknown,Warehouse,LPT-10217,Balvan Shere,Specialist
EMP10824,atharv.keer85,Support,Active,2021-04-30 15:23:00,Not Terminated,manager500,DEV 72378,Unknown,Unknown,Atharv Keer,Officer
EMP11623,edhitha.khatri73,Procurement,Active,2022-05-27 00:00:00,Not Terminated,manager558,DEV81615,WAREHOUSE,WS-11623,Edhitha Khatri,Officer
EMP12345,edhitha.dugal87,Operations,Active,Unknown,Not Terminated,manager838,Unknown,Data_Center,WS-12345,Edhitha Dugal,Consultant
EMP11389,aadhya.uppal43,Legal,Terminated,2020-04-22 01:56:00,2024-10-14 00:45:00,manager507,DEV42598,Warehouse,VDR-11389,Aadhya Uppal,Engineer
EMP11266,barkha.sahota45,Brand,Active,2024-04-12 12:18:19,Not Terminated,Unknown,DEV10407,Unknown,VDR-11266,Barkha Sahota,Specialist
EMP12540,kashvi_gulati39,Finance,Disabled,2025-11-25 00:00:00,2026-02-16 23:12:36,manager202,DEV44736,remote,LPT-12540,Kashvi Gulati,Executive
EMP11822,chatresh.cheema43,Procurement,Active,2020-06-07 04:35:53,Not Terminated,Unknown,Unknown,Remote,VDR-11822,Chatresh Cheema,Trainee
EMP11598,megha_shetty89,Sales,Disabled,2021-03-27 16:04:21,2023-04-23 18:11:06,unknown,Unknown,Branch_Office,WS-11598,Megha Shetty,Engineer
EMP11607,shivansh.chaudhry63,Legal,Active,Unknown,Not Terminated,manager411,DEV 96743,Unknown,LPT-11607,Shivansh Chaudhry,Executive
EMP11747,darpan.sibal55,Operations,Active,2023-04-19 00:00:00,Not Terminated,manager411,DEV-88323,head office,VDR-11747,Darpan Sibal,Director
EMP10771,wriddhish.sachar57,IT,Terminated,2021-12-22 19:38:09,2026-05-25 05:20:50,manager521,DEV 12888,Branch Office,LPT-10771.,Wriddhish Sachar,Administrator
EMP12887,gautam.ganguly1,Finance,Active,2020-05-17 14:52:00,Not Terminated,Unknown,DEV29285,Remote,WS-12887,Gautam Ganguly,Specialist
EMP11871,vedant.kar97,Operations,Active,2024-11-05 00:47:00,Not Terminated,Unknown,DEV 66675,remote,WS-11871,Vedant Kar,Analyst
EMP11085,finn.kurian25,Support,Active,2024-12-08 04:32:37,Not Terminated,Unknown,DEV 52391,head office,LPT-11085,Finn Kurian,Director
EMP11325,vaishnavi.barad69,Procurement,Disabled,2020-08-26 00:34:51,2024-05-19 13:40:40,manager144,DEV42757,WORK FROM HOME,LPT-11325,Vaishnavi Barad,Analyst
EMP12186,yashvi.vasa30,Operations,Active,2021-12-13 20:04:54,Not Terminated,manager335,DEV 44965,Unknown,Unknown,Yashvi Vasa,Officer
EMP12875,darika_wali54,Call Center,Active,2023-12-07 12:00:00,Not Terminated,manager361,Unknown,Remote,Unknown,Darika Wali,Executive
EMP11825,dipta.bala82,Brand,Active,2022-05-06 00:00:00,Not Terminated,manager142,DEV22214,Branch_Office,LPT-11825.,Dipta Bala,Executive
EMP11754,girindra.uppal4,Customer Support,Active,2025-12-05 21:51:31,Not Terminated,manager920,DEV33754,HEAD OFFICE,VDR-11754,Girindra Uppal,Trainee
EMP11789,Unknown,Operations,Active,2026-06-26 13:01:38,Not Terminated,manager925,DEV 82575,Branch_Office,LPT-11789,Hiral Devi,Engineer
EMP11987,madhav.samra18,Support,Terminated,2023-06-19 23:19:39,Unknown,Unknown,Unknown,WORK FROM HOME,WS-11987,Madhav Samra,Analyst
EMP12662,charles.padmanabhan1,Customer Support,Active,2022-07-10 00:56:00,Not Terminated,manager260,DEV-62127,WAREHOUSE,LPT-12662,Charles Padmanabhan,Engineer
EMP11163,chameli.srinivas29,Compliance,Active,Unknown,Not Terminated,manager730,DEV 24435,Unknown,LPT-11163,Chameli Srinivas,Manager
EMP10963,yash_boase95,Supply Chain,Active,2026-05-06 00:00:00,Not Terminated,manager365,DEV-18566,Warehouse,LPT-10963.,Yash Boase,Specialist
EMP12988,zinal.munshi37,Legal,Active,2022-10-01 12:05:36,Not Terminated,manager958,DEV-67936,warehouse,WS-12988,Zinal Munshi,Engineer
EMP11771,gopal.walia83,Finance,Active,2020-08-21 04:32:13,Not Terminated,manager131,DEV-47699,WAREHOUSE,VDR-11771,Gopal Walia,Engineer
EMP10398,lila.mall81,Procurement,Active,2025-06-05 00:00:00,Not Terminated,manager183,Unknown,Branch_Office,LPT-10398,Lila Mall,Trainee
EMP10584,rishi.suresh27,Innovation,Active,2026-12-03 13:17:00,Not Terminated,manager662,DEV-52344,Regional_Office,WS-10584,Rishi Suresh,Director
EMP10948,yamini.dubey62,IT,Active,2024-12-26 04:12:00,Not Terminated,manager352,DEV-12440,Regional_Office,LPT-10948,Yamini Dubey,Director
EMP10704,pavani.wali74,Operations,Active,Unknown,Not Terminated,Unknown,DEV 47907,Remote,WS-10704,Pavani Wali,Director
EMP10431,girik.salvi82,Procurement,Terminated,2024-04-03 22:17:52,2025-11-17 00:00:00,Unknown,DEV-71894,Warehouse,LPT-10431,Girik Salvi,Specialist
EMP10292,falguni.rajan71,Human Resources,Active,2023-09-07 15:54:00,Not Terminated,manager186,DEV60493,WAREHOUSE,WS-10292,Falguni Rajan,Specialist
EMP10145,abhimanyu.dass89,Marketing,Terminated,2022-12-26 14:12:00,2023-08-06 03:00:22,manager510,DEV 50499,BRANCH OFFICE,WS-10145,Abhimanyu Dass,Analyst
EMP10323,mohini.dani84,Sales,Active,2020-09-27 05:55:22,Not Terminated,Unknown,DEV-68947,Work_From_Home,LPT-10323,Mohini Dani,Administrator
EMP12175,ira.kaul35,Innovation,Disabled,2025-06-07 01:01:25,2025-08-05 04:22:13,manager213,DEV-44487,Unknown,WS-12175,Ira Kaul,Executive
EMP11165,balhaar.thakkar24,Legal,Active,Unknown,Not Terminated,manager206,Unknown,Regional_Office,VDR-11165,Balhaar Thakkar,Executive
EMP11452,bhanumati.anand48,Operations,Active,2023-05-22 00:00:00,Not Terminated,Unknown,DEV90028,Unknown,LPT-11452.,Bhanumati Anand,Consultant
EMP10002,xalak.tiwari72,Sales,Active,Unknown,Not Terminated,Unknown,DEV 68878,Data_Center,LPT-10002,Xalak Tiwari,Officer
EMP10576,nicholas.gola29,Marketing,Active,2025-03-20 04:42:54,Not Terminated,unknown,DEV 41399,Data_Center,VDR-10576,Nicholas Gola,Manager
EMP12372,chavvi.dey98,Procurement,Active,2024-01-27 00:00:00,Not Terminated,unknown,Unknown,Unknown,LPT-12372,Chavvi Dey,Trainee
EMP10339,amara.mitter83,Finance,Active,2021-05-24 21:25:01,Not Terminated,manager839,DEV11110,warehouse,VDR-10339,Amara Mitter,Manager
EMP11897,bimala.khosla56,IT,Active,2020-07-04 03:31:31,Not Terminated,manager636,DEV 70762,Head Office,WS-11897,Bimala Khosla,Administrator
EMP12140,neelima.koshy46,Human Resources,Active,2021-07-18 14:25:00,Not Terminated,manager146,DEV-97821,Unknown,VDR-12140,Neelima Koshy,Trainee
EMP10925,ranveer.kapadia75,Procurement,Active,2022-06-03 00:30:14,Not Terminated,manager934,DEV-40649,Work From Home,VDR-10925,Ranveer Kapadia,Officer
EMP10265,netra.wali12,Customer Support,Active,2025-02-16 05:07:35,Not Terminated,manager174,DEV 59436,Unknown,WS-10265,Netra Wali,Engineer
EMP10376,bhanumati.chandran62,IT Support,Active,2025-06-19 15:38:43,Not Terminated,Unknown,DEV27987,REMOTE,WS-10376,Bhanumati Chandran,Manager
EMP11983,timothy.korpal25,Human Resources,Disabled,2023-08-28 13:46:00,2026-01-14 06:26:50,unknown,DEV 48591,WORK FROM HOME,LPT-11983,Timothy Korpal,Executive
EMP11463,widisha.hari94,IT Support,Active,2024-07-20 03:23:17,Not Terminated,manager844,DEV 42588,Regional_Office,WS-11463,Widisha Hari,Officer
EMP10271,Unknown,Legal,Active,2024-11-05 06:35:07,Not Terminated,Unknown,DEV53236,Branch_Office,LPT-10271,Widisha Nagy,Administrator
EMP10696,george_krishnamurthy72,Legal,Active,2025-09-12 00:00:00,Not Terminated,Unknown,Unknown,Work From Home,WS-10696,George Krishnamurthy,Consultant
EMP10244,bishakha.chopra60,Marketing,Terminated,2025-12-25 21:00:52,Unknown,manager402,Unknown,DATA CENTER,VDR-10244.,Bishakha Chopra,Executive
EMP12898,unnati.kaur19,Legal,Active,2025-04-19 03:37:00,Not Terminated,manager956,DEV-83810,WORK FROM HOME,WS-12898,Unnati Kaur,Consultant
EMP10476,jason.parmar97,Finance,Disabled,2025-11-15 14:29:02,2026-02-02 19:54:36,Unknown,DEV-29192,REGIONAL OFFICE,WS-10476,Jason Parmar,Administrator
EMP11804,tarak.hegde80,IT,Active,2024-01-01 00:15:33,Not Terminated,unknown,DEV33061,regional office,VDR-11804,Tarak Hegde,Specialist
EMP12116,saanvi.konda9,Customer Support,Active,2020-06-27 21:32:30,Not Terminated,Unknown,Unknown,work from home,LPT-12116,Saanvi Konda,Engineer
EMP12314,urmi.gandhi15,Brand,Active,Unknown,Not Terminated,manager888,DEV-17318,remote,LPT-12314.,Urmi Gandhi,Consultant
EMP11812,zinal.varty46,Procurement,Active,2024-06-14 08:46:59,Not Terminated,unknown,DEV 63110,Unknown,VDR-11812,Zinal Varty,Specialist
EMP12615,omkaar.upadhyay44,Sales,Active,2021-06-01 04:44:15,Not Terminated,manager792,DEV25647,warehouse,LPT-12615,Omkaar Upadhyay,Consultant
EMP12868,jason.goda96,Procurement,Active,2025-10-11 00:00:00,Not Terminated,manager538,DEV61303,Warehouse,WS-12868,Jason Goda,Specialist
EMP12069,rishi.thaker79,Sales,Disabled,2025-08-03 23:53:44,Not Terminated,manager410,DEV-65980,BRANCH OFFICE,LPT-12069,Rishi Thaker,Director
EMP10250,vritti_bhalla72,R&D,Active,2020-01-10 08:50:59,Not Terminated,manager692,Unknown,Regional Office,LPT-10250,Vritti Bhalla,Administrator
EMP10413,rushil.sunder88,Human Resources,Active,2022-09-23 00:00:00,Not Terminated,manager526,Unknown,Unknown,WS-10413,Rushil Sunder,Engineer
EMP10545,Unknown,Operations,Active,2020-10-15 23:17:09,Not Terminated,manager866,DEV44517,Warehouse,LPT-10545,Zayyan Mohan,Officer
EMP11193,nikita.rao21,Human Resources,Active,2021-07-10 17:05:43,Not Terminated,manager571,DEV 56316,WAREHOUSE,WS-11193,Nikita Rao,Administrator
EMP10738,wazir.parsa74,Call Center,Active,2022-08-11 08:58:00,Not Terminated,manager380,DEV-15975,REMOTE,LPT-10738,Wazir Parsa,Executive
EMP10310,gabriel.trivedi30,Legal,Active,2020-03-31 16:44:00,Not Terminated,manager302,DEV 96154,BRANCH OFFICE,VDR-10310,Gabriel Trivedi,Executive
EMP11798,jack.madan88,Procurement,Active,2020-03-08 23:26:23,Not Terminated,manager453,DEV18479,Unknown,VDR-11798,Jack Madan,Engineer
EMP10893,yash.sawhney59,Compliance,Active,2025-03-31 00:00:00,Not Terminated,manager789,DEV49688,regional office,WS-10893,Yash Sawhney,Specialist
EMP11131,nilima.gour98,Legal,Active,Unknown,Not Terminated,Unknown,DEV77009,warehouse,Unknown,Nilima Gour,Engineer
EMP11449,geetika.gaba88,Compliance,Blocked,2026-01-03 03:53:08,2026-02-09 09:02:16,manager425,DEV-59321,Data_Center,VDR-11449.,Geetika Gaba,Engineer
EMP12993,omaja.mann4,Legal,Active,2020-12-10 16:06:12,Not Terminated,manager498,Unknown,Branch_Office,LPT-12993,Omaja Mann,Officer
EMP10015,isaiah.swaminathan1,Marketing,Terminated,2025-04-26 17:45:42,Unknown,manager256,DEV 76542,WORK FROM HOME,LPT-10015,Isaiah Swaminathan,Officer
EMP10721,chameli.rama10,Marketing,On Leave,2022-03-13 07:39:56,Not Terminated,Unknown,DEV-53601,Unknown,WS-10721,Chameli Rama,Analyst
EMP11420,ayush.yogi99,Operations,Terminated,2021-08-16 08:48:01,2023-02-23 00:00:00,Unknown,DEV83373,Branch Office,VDR-11420,Ayush Yogi,Director
EMP12715,arin.sant37,Customer Support,Active,2020-08-29 14:54:26,Not Terminated,unknown,DEV44944,DATA CENTER,WS-12715.,Arin Sant,Engineer
EMP10981,jasmit.apte26,Sales,Active,2025-11-19 00:00:00,Not Terminated,unknown,Unknown,Remote,LPT-10981,Jasmit Apte,Manager
EMP12184,manan_sharaf61,Operations,Disabled,Unknown,2023-11-12 10:47:44,Unknown,DEV-17966,REGIONAL OFFICE,VDR-12184.,Manan Sharaf,Analyst
EMP11539,aradhana.korpal74,Operations,Active,2021-07-18 04:05:15,Not Terminated,manager646,DEV-29435,BRANCH OFFICE,Unknown,Aradhana Korpal,Specialist
EMP12608,nimrat.natt68,Compliance,Active,2026-01-25 20:39:00,Not Terminated,manager993,DEV 75099,work from home,LPT-12608,Nimrat Natt,Analyst
EMP11550,Unknown,Marketing,Active,2021-06-26 13:54:51,Not Terminated,Unknown,DEV-30641,Warehouse,WS-11550,Gabriel Mukhopadhyay,Consultant
EMP12495,chandani.jain37,Finance,Active,2022-07-13 10:15:00,Not Terminated,manager959,DEV77449,DATA CENTER,WS-12495,Chandani Jain,Administrator
EMP10363,chatura.krishnan67,Legal,Active,2024-04-19 07:25:32,Not Terminated,manager939,DEV21128,Unknown,VDR-10363,Chatura Krishnan,Consultant
EMP10982,eta.aurora77,Operations,Active,2022-10-17 23:36:00,Not Terminated,manager565,DEV 90753,Unknown,WS-10982.,Eta Aurora,Specialist
EMP10182,gagan.edwin92,Finance,Active,2024-07-11 23:46:00,Not Terminated,manager780,Unknown,DATA CENTER,LPT-10182,Gagan Edwin,Administrator
EMP10985,maanas.nori15,Finance,Active,2026-07-06 00:00:00,Not Terminated,Unknown,DEV92750,Data Center,LPT-10985,Maanas Nori,Administrator
EMP12089,Unknown,Human Resources,Active,2022-12-01 11:22:48,Not Terminated,manager641,Unknown,Regional_Office,LPT-12089,Yahvi Raghavan,Specialist
EMP11194,shivani.pal34,R&D,Terminated,2021-01-20 03:35:28,Unknown,manager472,DEV 95235,Work_From_Home,WS-11194,Shivani Pal,Administrator
EMP12797,idika.badal3,Sales,Active,2020-09-10 00:13:34,Not Terminated,Unknown,DEV 81556,Work_From_Home,VDR-12797,Idika Badal,Specialist
EMP11784,nandini.rajan36,Customer Support,Active,2023-08-21 20:10:00,Not Terminated,Unknown,DEV44825,data center,LPT-11784,Nandini Rajan,Specialist
EMP11121,divya.narain73,Compliance,Disabled,2020-04-20 01:47:13,Not Terminated,Unknown,DEV-77571,Unknown,VDR-11121,Divya Narain,Engineer
EMP10187,samar.khare6,Sales,Active,2024-08-14 00:00:00,Not Terminated,manager137,DEV77552,Remote,WS-10187,Samar Khare,Analyst
EMP10619,qabil.dhaliwal53,Legal,Active,2025-07-29 00:00:00,Not Terminated,manager412,DEV-52039,Remote,LPT-10619,Qabil Dhaliwal,Consultant
EMP12329,sara.puri61,Sales,Active,2020-09-27 00:00:00,Not Terminated,manager135,DEV39705,Branch Office,LPT-12329,Sara Puri,Consultant
EMP11175,david.jayaraman10,R&D,Active,2021-03-14 22:24:48,Not Terminated,manager178,DEV13956,Unknown,LPT-11175,David Jayaraman,Specialist
EMP11182,ethan.madan49,Finance,Active,2022-04-18 14:39:40,Not Terminated,manager179,Unknown,work from home,WS-11182,Ethan Madan,Analyst
EMP12456,ira.shroff38,Procurement,Active,2025-02-22 10:42:06,Not Terminated,manager755,Unknown,Unknown,WS-12456,Ira Shroff,Officer
EMP12268,Unknown,Sales,Terminated,2022-11-05 07:00:09,Unknown,Unknown,Unknown,Unknown,LPT-12268,Krishna Parsa,Executive
EMP10614,radha.dash90,Sales,On Leave,2026-05-27 00:00:00,Not Terminated,manager616,DEV-61495,head office,VDR-10614,Radha Dash,Executive
EMP11513,vedika.mandal79,R&D,Active,2025-05-14 00:00:00,Not Terminated,manager619,DEV-88820,REMOTE,WS-11513,Vedika Mandal,Analyst
EMP11466,eta.bajwa82,Human Resources,Active,2025-06-01 06:51:19,Not Terminated,manager532,DEV-20323,warehouse,Unknown,Eta Bajwa,Director
EMP10401,bhavna.sandal34,Sales,Active,Unknown,Not Terminated,manager784,Unknown,WAREHOUSE,LPT-10401,Bhavna Sandal,Administrator
EMP10994,gaurav.konda64,R&D,Terminated,2024-12-19 00:00:00,2025-05-29 07:22:50,manager307,DEV-93637,Warehouse,WS-10994,Gaurav Konda,Administrator
EMP10934,triveni.kohli19,Procurement,Active,2026-04-17 01:04:17,Not Terminated,manager225,DEV47156,head office,WS-10934,Triveni Kohli,Director
EMP10371,oviya.wason29,Finance,Active,2025-06-25 23:11:57,Not Terminated,manager700,DEV-58790,work from home,WS-10371,Oviya Wason,Engineer
EMP12046,pushti.misra35,Finance,Active,2021-07-04 22:17:30,Not Terminated,manager730,DEV14612,Remote,LPT-12046,Pushti Misra,Manager
EMP12233,manan.apte72,Operations,Disabled,2024-06-09 00:00:00,Not Terminated,unknown,DEV-28461,BRANCH OFFICE,VDR-12233,Manan Apte,Administrator
EMP10593,christopher.mital34,Support,Active,2026-03-29 09:29:10,Not Terminated,manager119,DEV 93627,Data_Center,LPT-10593,Christopher Mital,Consultant
EMP12034,lohit.toor26,Finance,Active,2022-02-05 05:40:39,Not Terminated,manager236,DEV48556,Unknown,VDR-12034,Lohit Toor,Consultant
EMP10726,orinder.sanghvi74,IT,Active,Unknown,Not Terminated,unknown,Unknown,Regional_Office,WS-10726,Orinder Sanghvi,Officer
EMP10826,nihal.garde76,IT,Disabled,2024-12-19 07:44:00,2026-04-18 21:25:50,manager199,Unknown,WORK FROM HOME,WS-10826,Nihal Garde,Executive
EMP11783,suhani.lanka71,Legal,Terminated,Unknown,Unknown,manager940,DEV 43398,HEAD OFFICE,LPT-11783,Suhani Lanka,Analyst
EMP10687,vaishnavi.dora76,Legal,Active,2021-06-21 18:11:13,Not Terminated,Unknown,Unknown,Warehouse,WS-10687,Vaishnavi Dora,Director
EMP12283,veer.ramanathan96,Human Resources,Active,2021-09-01 19:55:39,Not Terminated,manager789,Unknown,DATA CENTER,WS-12283,Veer Ramanathan,Manager
EMP10136,aishani.chanda55,Human Resources,Terminated,2022-09-27 18:23:00,2023-01-07 19:12:33,manager739,DEV 19632,Regional_Office,WS-10136,Aishani Chanda,Trainee
EMP12754,brijesh.dube88,Human Resources,Disabled,2023-06-15 00:00:00,Not Terminated,manager643,DEV 32477,data center,LPT-12754,Brijesh Dube,Specialist
EMP10628,nathan_taneja72,IT,Active,2023-07-05 06:00:00,Not Terminated,manager118,DEV49967,BRANCH OFFICE,VDR-10628,Nathan Taneja,Analyst
EMP10334,waida.arora17,Marketing,Active,2022-02-16 00:00:00,Not Terminated,manager780,Unknown,Work From Home,WS-10334,Waida Arora,Executive
EMP10390,girish.balakrishnan22,Human Resources,Active,2025-11-23 14:57:17,Not Terminated,manager362,DEV 44761,Unknown,LPT-10390,Girish Balakrishnan,Consultant
EMP12381,lucky_sarkar95,Finance,Active,2022-06-28 13:24:00,Not Terminated,manager516,Unknown,Work_From_Home,LPT-12381.,Lucky Sarkar,Analyst
EMP11109,ekapad.murthy37,Call Center,Active,2026-05-24 23:42:28,Not Terminated,manager453,DEV16286,Warehouse,LPT-11109.,Ekapad Murthy,Administrator
EMP11849,yochana.talwar9,IT,Active,2024-03-26 01:00:00,Not Terminated,manager507,DEV61060,work from home,WS-11849,Yochana Talwar,Analyst
EMP12781,Unknown,IT,Terminated,2020-09-21 15:06:47,2023-10-29 01:51:21,manager102,DEV27263,Data Center,VDR-12781,Rachit Dugal,Consultant
EMP10710,hamsini.bassi31,R&D,Active,2022-04-01 10:45:24,Not Terminated,Unknown,DEV55229,Branch_Office,VDR-10710,Hamsini Bassi,Executive
EMP11039,vritti.khalsa6,Customer Support,Active,2026-03-26 22:58:52,Not Terminated,manager348,DEV13105,Unknown,WS-11039,Vritti Khalsa,Director
EMP12737,kashish.raman24,IT,Terminated,2025-10-01 18:35:36,Unknown,manager296,DEV 85743,data center,LPT-12737,Kashish Raman,Manager
EMP12751,william.narang20,Customer Support,Active,2026-07-21 12:45:22,Not Terminated,manager406,DEV82124,WAREHOUSE,Unknown,William Narang,Executive
EMP12674,geetika.khurana37,Operations,Active,2024-09-18 09:52:01,Not Terminated,Unknown,DEV86139,branch office,WS-12674,Geetika Khurana,Analyst
EMP11561,aradhana.sarraf50,IT Support,Active,2022-01-08 21:50:25,Not Terminated,manager430,DEV-28737,BRANCH OFFICE,Unknown,Aradhana Sarraf,Engineer
EMP12840,anmol.jaggi24,Call Center,Disabled,2023-11-30 18:12:00,2026-06-10 00:00:00,Unknown,DEV-31478,REMOTE,LPT-12840,Anmol Jaggi,Executive
EMP11594,vrinda.ganesan90,Customer Support,Active,2025-04-05 12:32:19,Not Terminated,manager303,DEV80550,work from home,VDR-11594,Vrinda Ganesan,Administrator
EMP12933,aarav.ben13,Sales,Active,2025-12-11 20:58:53,Not Terminated,Unknown,DEV-97509,Unknown,WS-12933,Aarav Ben,Administrator
EMP12837,amara.kade96,Innovation,Active,2022-01-29 04:51:02,Not Terminated,unknown,DEV21626,Work From Home,VDR-12837,Amara Kade,Trainee
EMP11112,umang.raval82,Operations,Active,2021-07-22 21:15:46,Not Terminated,manager462,DEV-64820,Regional_Office,VDR-11112,Umang Raval,Engineer
EMP10465,chakradev.krishnan38,Customer Support,Active,2021-05-25 00:18:40,Not Terminated,manager941,Unknown,Remote,VDR-10465,Chakradev Krishnan,Officer
EMP11560,osha.nadig17,Operations,Active,2020-04-16 08:01:26,Not Terminated,manager918,DEV 29034,REMOTE,VDR-11560,Osha Nadig,Director
EMP11223,gauri.kannan81,Marketing,Active,2020-03-20 00:00:00,Not Terminated,manager743,DEV-36707,Branch Office,WS-11223,Gauri Kannan,Officer
EMP12067,qarin.bhagat83,R&D,Active,2026-02-06 00:00:00,Not Terminated,manager678,DEV 38189,Head Office,WS-12067,Qarin Bhagat,Executive
EMP12420,fitan.natarajan6,IT,Active,2021-05-02 21:17:52,Not Terminated,Unknown,Unknown,Unknown,VDR-12420,Fitan Natarajan,Administrator
